title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
"Compensation, benefits, and job analysis specialists",business-and-financial,13-1141,77020.0,Bachelor's degree,107000.0,8,"This occupation is fundamentally digital and data-driven, involving core tasks like market research, cost analysis, and report generation that align perfectly with AI's strengths. AI can automate the drafting of job descriptions, perform complex compensation benchmarking, and monitor regulatory changes, significantly increasing individual productivity and reducing the need for manual data processing.",0.8,0.4736842105263157,0.0789473684210526,0.4736842105263157,0.0649,0.47,0.4087842105263157,0.33000000000000007,0.44619473684210526,3,0.7351000000000001
Compliance officers,business-and-financial,13-1041,78420.0,Bachelor's degree,418000.0,8,"Compliance work is primarily digital and involves analyzing vast amounts of regulatory text, auditing data, and generating reports—all areas where LLMs and automated systems excel. While high-level judgment and interpersonal investigations provide some insulation, the core tasks of monitoring, risk assessment, and documentation are highly susceptible to AI-driven automation and productivity gains.",0.8,0.5263042749310427,0.2342960489763113,0.5265367802901109,0.1211,0.08,0.4052042749310427,0.7200000000000001,0.48246809164368093,3,0.6789000000000001
Computer and information research scientists,computer-and-information-technology,15-1221,140910.0,Master's degree,40300.0,9,"This occupation is fundamentally digital, involving high-level coding, algorithm design, and data analysis—all areas where AI is rapidly advancing. While these scientists are the ones building AI, the tools they create are increasingly capable of automating their own core tasks, such as writing code, simplifying algorithms, and analyzing experimental results, leading to extreme productivity gains and role restructuring.",0.9,0.6346153846153847,0.3846153846153846,0.5,0.3404,,0.2942153846153847,,0.6250051282051282,3,0.5596000000000001
Computer and information systems managers,management,11-3021,171200.0,Bachelor's degree,667100.0,7,"This occupation is predominantly digital and knowledge-based, involving strategic planning, analysis, and technical oversight that AI can significantly augment. While high-level leadership, vendor negotiation, and personnel management provide a buffer of human judgment, the core tasks of assessing IT needs, monitoring security, and directing technical workflows are highly susceptible to AI-driven productivity gains and automation.",0.7,0.5303030303030303,0.1212121212121212,0.5606060606060607,0.1559,0.035,0.37440303030303024,0.6649999999999999,0.46206767676767674,3,0.5440999999999999
Computer hardware engineers,architecture-and-engineering,17-2061,155020.0,Bachelor's degree,76800.0,8,"The core work of designing schematics, analyzing circuits, and testing components is increasingly performed using digital Electronic Design Automation (EDA) tools that are highly susceptible to AI-driven optimization and automation. While there is a physical component to testing and manufacturing oversight, the vast majority of the engineering lifecycle is digital and benefits significantly from AI's ability to optimize complex systems and generate code/hardware descriptions.",0.8,0.7272727272727273,0.5454545454545454,0.3181818181818182,0.1453,0.22,0.5819727272727273,0.5800000000000001,0.5575242424242425,3,0.6547000000000001
Computer network architects,computer-and-information-technology,15-1241,130390.0,Bachelor's degree,179200.0,8,"The core work of designing, documenting, and configuring networks is fundamentally digital and data-driven, making it highly susceptible to AI-driven automation and optimization tools. While physical hardware deployment and complex stakeholder management provide a slight buffer, AI is rapidly advancing in automated network topology design, security configuration, and predictive troubleshooting, which will significantly increase individual productivity and restructure the role.",0.8,0.6352227393617021,0.3548869680851064,0.5433011968085106,0.1987,,0.43652273936170216,,0.5446409131205674,3,0.6013000000000001
Computer programmers,computer-and-information-technology,15-1251,98670.0,Bachelor's degree,121200.0,9,"The core tasks of writing, testing, and debugging code are entirely digital and align perfectly with the strengths of Large Language Models, which are already highly proficient in these domains. The BLS specifically projects a decline in this occupation due to automation and AI, as these tools allow fewer workers to produce the same volume of code and shift higher-level logic to software developers.",0.9,0.95,0.9,0.6833333333333333,0.7451,,0.20489999999999997,,0.8650333333333333,3,0.20489999999999997
Computer support specialists,computer-and-information-technology,15-1230,61550.0,See How to Become One,882300.0,8,"The core tasks of diagnosing technical issues, documenting problems, and guiding users through digital workflows are highly susceptible to AI automation via advanced chatbots and LLM-driven troubleshooting. While some physical hardware setup and complex onsite networking remain, the vast majority of the work is digital information processing that AI can increasingly handle, as evidenced by the BLS's projected decline in employment due to automation.",0.8,,,,,,,,0.8,1,
Computer systems analysts,computer-and-information-technology,15-1211,103790.0,Bachelor's degree,521100.0,8,"This occupation is fundamentally digital, involving data modeling, system design, and technical analysis that can be performed entirely on a computer. AI is highly capable of automating core tasks such as writing technical documentation, generating system diagrams, analyzing cost-benefit data, and assisting with the programming and debugging aspects of the role.",0.8,0.6174242424242424,0.29411764705882354,0.553475935828877,0.2763,,0.34112424242424244,,0.5645747474747475,3,0.5237
Concierges,personal-care-and-service,39-6012,37320.0,High school diploma or equivalent,45600.0,5,"The role is a hybrid of digital information processing and physical hospitality. While AI can automate core tasks like making reservations, providing local recommendations, and answering emails, the job still requires a physical presence for greeting guests, handling packages, and providing high-touch interpersonal service that is central to the luxury and residential experience.",0.5,0.4666666666666667,0.1333333333333333,0.7,0.1875,0.21,0.2791666666666667,0.29000000000000004,0.38472222222222224,3,0.3125
